An Overview of Church Welfare Services,Victor L. Brown,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8010-bishop-victor-l-brown-64k-eng.mp3?download=true
The Welfare Production-Distribution Department,H. Burke Peterson,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8020-elder-h-burke-peterson-64k-eng.mp3?download=true
The Developing Welfare Services Department,Vaughn J. Featherstone,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8030-bishop-vaughn-j-featherstone-64k-eng.mp3?download=true
Relief Society’s Role in Welfare Services,Barbara B. Smith,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8040-barbara-b-smith-64k-eng.mp3?download=true
Prepare for Honorable Employment,Howard W. Hunter,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8050-elder-howard-w-hunter-64k-eng.mp3?download=true
Welfare Services,Marion G. Romney,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8060-president-marion-g-romney-64k-eng.mp3?download=true
There Is Still Much to Do,Spencer W. Kimball,October 1975,https://media2.ldscdn.org/assets/general-conference/october-1975-general-conference/1975-10-8070-president-spencer-w-kimball-64k-eng.mp3?download=true
The Stone Cut without Hands,Spencer W. Kimball,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-1010-president-spencer-w-kimball-64k-eng.mp3?download=true
Hopeless Dawn—Joyful Morning,Thomas S. Monson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-1020-elder-thomas-s-monson-64k-eng.mp3?download=true
The Lamanites Must Rise in Majesty and Power,J. Thomas Fyans,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-1030-elder-j-thomas-fyans-64k-eng.mp3?download=true
The Message of Elijah,Mark E. Petersen,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-1040-elder-mark-e-petersen-64k-eng.mp3?download=true
Statistical Report 1975,Church Finance Committee Report,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2010-statistical-report-1975-64k-eng.mp3?download=true
Church Finance Committee Report,The Sustaining of Church Officers,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2020-church-finance-committee-report-64k-eng.mp3?download=true
The Sustaining of Church Officers,N. Eldon Tanner,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2030-the-sustaining-of-church-officers-64k-eng.mp3?download=true
He Is the Son of God,David B. Haight,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2040-elder-david-b-haight-64k-eng.mp3?download=true
The Still Small Voice,S. Dilworth Young,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2050-elder-s-dilworth-young-64k-eng.mp3?download=true
You Are Your Greatest Treasure,John H. Vandenberg,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2060-elder-john-h-vandenberg-64k-eng.mp3?download=true
“Jesus of Nazareth, Savior and King”,Neal A. Maxwell,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2070-elder-neal-a-maxwell-64k-eng.mp3?download=true
The Word of Wisdom,Theodore M. Burton,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2080-elder-theodore-m-burton-64k-eng.mp3?download=true
Spiritual Crocodiles,Boyd K. Packer,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-2090-elder-boyd-k-packer-64k-eng.mp3?download=true
Priesthood—Authority and Power,H. Burke Peterson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3010-bishop-h-burke-peterson-64k-eng.mp3?download=true
“Seek Not for Riches But for Wisdom”,Franklin D. Richards,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3020-elder-franklin-d-richards-64k-eng.mp3?download=true
A Missionary Opportunity,Carlos E. Asay,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3030-elder-carlos-e-asay-64k-eng.mp3?download=true
Learn Obedience and Service,M. Russell Ballard,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3040-elder-m-russell-ballard-64k-eng.mp3?download=true
On Accepting the Call,John H. Groberg,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3050-elder-john-h-groberg-64k-eng.mp3?download=true
Shout It from the Rooftops,Jacob de Jager,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3060-elder-jacob-de-jager-64k-eng.mp3?download=true
Are You Taking Your Priesthood for Granted?,N. Eldon Tanner,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3070-president-n-eldon-tanner-64k-eng.mp3?download=true
Boys Need Heroes Close By,Spencer W. Kimball,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-3080-president-spencer-w-kimball-64k-eng.mp3?download=true
If They Will But Serve the God of the Land,N. Eldon Tanner,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-4010-president-n-eldon-tanner-64k-eng.mp3?download=true
Family Communications,Marvin J. Ashton,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-4020-elder-marvin-j-ashton-64k-eng.mp3?download=true
“There Am I in the Midst of Them”,Joseph B. Wirthlin,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-4030-elder-joseph-b-wirthlin-64k-eng.mp3?download=true
These Four Things,Robert L. Simpson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-4040-elder-robert-l-simpson-64k-eng.mp3?download=true
“An Honest Man—God’s Noblest Work”,Gordon B. Hinckley,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-4050-elder-gordon-b-hinckley-64k-eng.mp3?download=true
“As a Man Soweth”,L. Tom Perry,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5010-elder-l-tom-perry-64k-eng.mp3?download=true
A Living Prophet,Loren C. Dunn,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5020-elder-loren-c-dunn-64k-eng.mp3?download=true
Who Is Jesus?,Eldred G. Smith,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5030-elder-eldred-g-smith-64k-eng.mp3?download=true
Relationships,William Grant Bangerter,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5040-elder-william-grant-bangerter-64k-eng.mp3?download=true
The Right to Choose,Henry D. Taylor,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5050-elder-henry-d-taylor-64k-eng.mp3?download=true
“The Leaves Are Commencing to Show on the Fig Tree”,Bernard P. Brockbank,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5060-elder-bernard-p-brockbank-64k-eng.mp3?download=true
Easter Thoughts,Delbert L. Stapley,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-5070-elder-delbert-l-stapley-64k-eng.mp3?download=true
The Way of Life,Marion G. Romney,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6010-president-marion-g-romney-64k-eng.mp3?download=true
Value of the Holy Scriptures,LeGrand Richards,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6020-elder-legrand-richards-64k-eng.mp3?download=true
The Book of Mormon,James A. Cullimore,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6030-elder-james-a-cullimore-64k-eng.mp3?download=true
The Matter of Personal Testimony,Joseph Anderson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6050-elder-joseph-anderson-64k-eng.mp3?download=true
The Value of People,Charles A. Didier,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6060-elder-charles-a-didier-64k-eng.mp3?download=true
The Constitution—A Glorious Standard,Ezra Taft Benson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-6070-president-ezra-taft-benson-64k-eng.mp3?download=true
Joseph Smith—The Mighty Prophet of the Restoration,Bruce R. McConkie,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7010-elder-bruce-r-mcconkie-64k-eng.mp3?download=true
Are We Following Christ’s Pattern?,William R. Bradford,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7020-elder-william-r-bradford-64k-eng.mp3?download=true
“But They Were in One”,George P. Lee,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7030-elder-george-p-lee-64k-eng.mp3?download=true
The Blessing of Building a Temple,Adney Y. Komatsu,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7050-elder-adney-y-komatsu-64k-eng.mp3?download=true
Are You a Member Missionary?,Gene R. Cook,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7060-elder-gene-r-cook-64k-eng.mp3?download=true
That We May Be One,Howard W. Hunter,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7070-elder-howard-w-hunter-64k-eng.mp3?download=true
Seeking Eternal Riches,Spencer W. Kimball,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-7080-president-spencer-w-kimball-64k-eng.mp3?download=true
The Church and the Family in Welfare Services,Victor L. Brown,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8010-bishop-victor-l-brown-64k-eng.mp3?download=true
The Church Employment System,H. Burke Peterson,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8020-bishop-h-burke-peterson-64k-eng.mp3?download=true
Food Storage,Vaughn J. Featherstone,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8030-bishop-vaughn-j-featherstone-64k-eng.mp3?download=true
Teach LDS Women Self-Sufficiency,Barbara B. Smith,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8040-barbara-b-smith-64k-eng.mp3?download=true
Church Welfare Services’ Basic Principles,Marion G. Romney,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8050-president-marion-g-romney-64k-eng.mp3?download=true
Family Preparedness,Spencer W. Kimball,April 1976,https://media2.ldscdn.org/assets/general-conference/april-1976-general-conference/1976-04-8060-president-spencer-w-kimball-64k-eng.mp3?download=true
A Report and a Challenge,Spencer W. Kimball,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1010-president-spencer-w-kimball-64k-eng.mp3?download=true
The Reconstitution of the First Quorum of the Seventy,Spencer W. Kimball,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1020-president-spencer-w-kimball-64k-eng.mp3?download=true
The Sustaining of Church Officers,N. Eldon Tanner,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1030-the-sustaining-of-church-officers-64k-eng.mp3?download=true
“I Am the Vine, Ye Are the Branches”,Dean L. Larsen,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1040-elder-dean-l-larsen-64k-eng.mp3?download=true
Notwithstanding My Weakness,Neal A. Maxwell,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1050-elder-neal-a-maxwell-64k-eng.mp3?download=true
Perfecting the Saints,Franklin D. Richards,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1060-elder-franklin-d-richards-64k-eng.mp3?download=true
The Temptations of Christ,Howard W. Hunter,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-1070-elder-howard-w-hunter-64k-eng.mp3?download=true
Families Are Forever,David B. Haight,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2010-elder-david-b-haight-64k-eng.mp3?download=true
Extending Missionary Service,A. Theodore Tuttle,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2020-elder-a-theodore-tuttle-64k-eng.mp3?download=true
The Lord Offers Everyone a Way Back from Sin,Robert D. Hales,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2030-elder-robert-d-hales-64k-eng.mp3?download=true
Dikes versus Living Water,Joseph B. Wirthlin,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2040-elder-joseph-b-wirthlin-64k-eng.mp3?download=true
Our Goal Is Perfection,William H. Bennett,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2050-elder-william-h-bennett-64k-eng.mp3?download=true
More Joy and Rejoicing,Marion D. Hanks,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2060-elder-marion-d-hanks-64k-eng.mp3?download=true
Our Priceless Heritage,Ezra Taft Benson,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-2070-president-ezra-taft-benson-64k-eng.mp3?download=true
“We Believe in Being Honest”,Marion G. Romney,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3010-president-marion-g-romney-64k-eng.mp3?download=true
A Report on the Church’s Participation in America’s Bicentennial Celebration,L. Tom Perry,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3020-elder-l-tom-perry-64k-eng.mp3?download=true
The Spirit of Missionary Work,Carlos E. Asay,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3030-elder-carlos-e-asay-64k-eng.mp3?download=true
“There Is the Light”,John H. Groberg,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3040-elder-john-h-groberg-64k-eng.mp3?download=true
To Die Well,Sterling W. Sill,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3050-elder-sterling-w-sill-64k-eng.mp3?download=true
The Savor of Men,Mark E. Petersen,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-3060-elder-mark-e-petersen-64k-eng.mp3?download=true
Which Road Will You Travel?,Thomas S. Monson,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4010-elder-thomas-s-monson-64k-eng.mp3?download=true
“Follow It!”,Paul H. Dunn,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4020-elder-paul-h-dunn-64k-eng.mp3?download=true
You Never Know Who You May Save,Jacob de Jager,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4030-elder-jacob-de-jager-64k-eng.mp3?download=true
A Personal Relationship with the Savior,James E. Faust,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4040-elder-james-e-faust-64k-eng.mp3?download=true
Parenthood,O. Leslie Stone,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4050-elder-o-leslie-stone-64k-eng.mp3?download=true
Search the Scriptures,Henry D. Taylor,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4060-elder-henry-d-taylor-64k-eng.mp3?download=true
The Simplicity in Christ,LeGrand Richards,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-4070-elder-legrand-richards-64k-eng.mp3?download=true
The Living Prophet,Rex D. Pinegar,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-5020-elder-rex-d-pinegar-64k-eng.mp3?download=true
Your Gift from God,Marion G. Romney,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-5030-president-marion-g-romney-64k-eng.mp3?download=true
Ready to Work Long Hours,N. Eldon Tanner,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-5040-president-n-eldon-tanner-64k-eng.mp3?download=true
Our Own Liahona,Spencer W. Kimball,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-5050-president-spencer-w-kimball-64k-eng.mp3?download=true
The Purpose of Conferences,N. Eldon Tanner,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-6010-president-n-eldon-tanner-64k-eng.mp3?download=true
Proper Self-Management,Marvin J. Ashton,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-6020-elder-marvin-j-ashton-64k-eng.mp3?download=true
The Making of a Missionary,M. Russell Ballard,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-6030-elder-m-russell-ballard-64k-eng.mp3?download=true
We Are a Covenant-Making People,Joseph Anderson,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-6040-elder-joseph-anderson-64k-eng.mp3?download=true
Teachings of the Apostle Paul,Delbert L. Stapley,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-6050-elder-delbert-l-stapley-64k-eng.mp3?download=true
Everything to Gain—Nothing to Lose,Gordon B. Hinckley,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7010-elder-gordon-b-hinckley-64k-eng.mp3?download=true
A Gospel of Conversion,Hartman Rector Jr.,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7020-elder-hartman-rector-jr-64k-eng.mp3?download=true
The Lord’s Support System,Robert L. Simpson,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7030-elder-robert-l-simpson-64k-eng.mp3?download=true
“I Have Gained”,S. Dilworth Young,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7040-elder-s-dilworth-young-64k-eng.mp3?download=true
The Impact Teacher,Vaughn J. Featherstone,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7050-elder-vaughn-j-featherstone-64k-eng.mp3?download=true
The Dead Who Die in the Lord,Bruce R. McConkie,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7060-elder-bruce-r-mcconkie-64k-eng.mp3?download=true
The Greatest Thing in My Life,Robert E. Wells,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7070-elder-robert-e-wells-64k-eng.mp3?download=true
“I Will Never Be the Same Again”,J. Richard Clarke,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7080-bishop-j-richard-clarke-64k-eng.mp3?download=true
A Program for Man,Spencer W. Kimball,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-7090-president-spencer-w-kimball-64k-eng.mp3?download=true
Welfare Services Essentials: The Bishops Storehouse,Victor L. Brown,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8010-elder-victor-l-brown-64k-eng.mp3?download=true
Acquiring and Managing Production Projects,H. Burke Peterson,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8020-elder-h-burke-peterson-64k-eng.mp3?download=true
Principles of Welfare,Vaughn J. Featherstone,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8030-elder-vaughn-j-featherstone-64k-eng.mp3?download=true
“She Is Not Afraid of the Snow for Her Household …”,Barbara B. Smith,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8040-barbara-b-smith-64k-eng.mp3?download=true
“In Mine Own Way”,Marion G. Romney,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8050-president-marion-g-romney-64k-eng.mp3?download=true
Go and Do the Work,N. Eldon Tanner,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8060-president-n-eldon-tanner-64k-eng.mp3?download=true
Loving One Another,Spencer W. Kimball,October 1976,https://media2.ldscdn.org/assets/general-conference/october-1976-general-conference/1976-10-8070-president-spencer-w-kimball-64k-eng.mp3?download=true
The Lord Expects His Saints to Follow the Commandments,Spencer W. Kimball,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1010-president-spencer-w-kimball-64k-eng.mp3?download=true
“We Beheld His Glory”,David B. Haight,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1020-elder-david-b-haight-64k-eng.mp3?download=true
Church Finance Committee Report,Wilford G. Edling,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1030-church-finance-committee-report-64k-eng.mp3?download=true
The Sustaining of Church Officers,N. Eldon Tanner,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1040-the-sustaining-of-church-officers-64k-eng.mp3?download=true
Come, Know the Lord Jesus,Bruce R. McConkie,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1050-elder-bruce-r-mcconkie-64k-eng.mp3?download=true
Integrity,N. Eldon Tanner,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-1060-president-n-eldon-tanner-64k-eng.mp3?download=true
Statistical Report 1976,Francis M. Gibbons,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2010-statistical-report-1976-64k-eng.mp3?download=true
Lengthening Your Stride as a Missionary,Franklin D. Richards,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2020-elder-franklin-d-richards-64k-eng.mp3?download=true
What Constitutes the True Church,Delbert L. Stapley,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2030-elder-delbert-l-stapley-64k-eng.mp3?download=true
Thoughts on the Sacrament,Howard W. Hunter,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2040-elder-howard-w-hunter-64k-eng.mp3?download=true
The Living Christ,Bernard P. Brockbank,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2050-elder-bernard-p-brockbank-64k-eng.mp3?download=true
Neither Cryptic Nor Hidden,Theodore M. Burton,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2060-elder-theodore-m-burton-64k-eng.mp3?download=true
Did Not Our Heart Burn Within Us?,Loren C. Dunn,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2070-elder-loren-c-dunn-64k-eng.mp3?download=true
Prayer,Ezra Taft Benson,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-2080-president-ezra-taft-benson-64k-eng.mp3?download=true
Presentation of Scouting Award,Arch Monson,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3010-arch-monson-64k-eng.mp3?download=true
Follow the Living Prophet,Victor L. Brown,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3020-bishop-victor-l-brown-64k-eng.mp3?download=true
Prepare Now for Your Mission,J. Thomas Fyans,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3030-elder-j-thomas-fyans-64k-eng.mp3?download=true
The Validity of the Gospel,G. Homer Durham,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3040-elder-g-homer-durham-64k-eng.mp3?download=true
A Thousand Witnesses,James M. Paramore,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3050-elder-james-m-paramore-64k-eng.mp3?download=true
The Light of Christ,Marion G. Romney,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3060-president-marion-g-romney-64k-eng.mp3?download=true
The Greatest Brotherhood,N. Eldon Tanner,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3070-president-n-eldon-tanner-64k-eng.mp3?download=true
Our Great Potential,Spencer W. Kimball,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-3080-president-spencer-w-kimball-64k-eng.mp3?download=true
A Silver Lining,Marion G. Romney,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-4010-president-marion-g-romney-64k-eng.mp3?download=true
The Mediator,Boyd K. Packer,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-4020-elder-boyd-k-packer-64k-eng.mp3?download=true
The Beatitudes and Our Perfection,Royden G. Derrick,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-4030-elder-royden-g-derrick-64k-eng.mp3?download=true
“But Be Ye Doers of the Word”,L. Tom Perry,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-4040-elder-l-tom-perry-64k-eng.mp3?download=true
“God Moves in a Mysterious Way His Wonders to Perform”,LeGrand Richards,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-4050-elder-legrand-richards-64k-eng.mp3?download=true
Joseph the Seer,Gordon B. Hinckley,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5010-elder-gordon-b-hinckley-64k-eng.mp3?download=true
The Power of Plainness,Marvin J. Ashton,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5020-elder-marvin-j-ashton-64k-eng.mp3?download=true
The Daily Portion of Love,H. Burke Peterson,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5030-bishop-h-burke-peterson-64k-eng.mp3?download=true
Gratitude,Richard G. Scott,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5040-elder-richard-g-scott-64k-eng.mp3?download=true
Your Jericho Road,Thomas S. Monson,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5050-elder-thomas-s-monson-64k-eng.mp3?download=true
Do unto Others … ,Mark E. Petersen,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5060-elder-mark-e-petersen-64k-eng.mp3?download=true
Revelation: The Word of the Lord to His Prophets,Spencer W. Kimball,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-5070-president-spencer-w-kimball-64k-eng.mp3?download=true
Rendering Assistance in the Lord’s Way,Victor L. Brown,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6010-bishop-victor-l-brown-64k-eng.mp3?download=true
Ministering to Needs through the Lord’s Storehouse System,Ezra Taft Benson,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6020-president-ezra-taft-benson-64k-eng.mp3?download=true
Ministering to Needs through LDS Social Services,J. Richard Clarke,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6030-elder-j-richard-clarke-64k-eng.mp3?download=true
The Role of the Stake Bishops Council in Welfare Services,L. Tom Perry,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6040-elder-l-tom-perry-64k-eng.mp3?download=true
A Call to Action,Barbara B. Smith,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6050-barbara-b-smith-64k-eng.mp3?download=true
The Purpose of Church Welfare Services,Marion G. Romney,April 1977,https://media2.ldscdn.org/assets/general-conference/april-1977-general-conference/1977-04-6060-president-marion-g-romney-64k-eng.mp3?download=true
Come: Let Israel Build Zion,Bruce R. McConkie,April 1977,None
